orgnid,keyword1,keyword2,keyword3
201016,2,5632,6123
201016,6,89,7523
201016,7,44,2624
201016,2,158,420
201016,6,17,752
201016,6,26,52
201016,6,201,1013
201016,2,724,2884
201016,2,14,19
201016,6,23,1000
201016,1,2531,12565
201016,5,3469,11580
201016,5,35,1796
201016,17,33,2562
201016,4,77,5362
201016,6,122,15382
201016,6,534,1952
201016,6,42,335
201016,7,55,2438
201016,7,23,36
201016,11,12,4421
201016,33,5253,9813
201016,5,5686,6531
201016,6,2686,13327
201016,6,19,108
201016,2,243,469
201016,6,89,3673
201016,33,538,1175
201016,2,33,2562
201016,6,412,2686
201016,11,17,2328
201016,4,1017,1659
201016,2,387,16114
201016,4,7883,14470
201016,2,473,991
201016,6,153,297
201016,4,3142,15596
201016,5,1089,1966
201016,33,69,414
201016,5,851,6790
201016,5,110,234
201016,2,15,957
201016,9,1568,10145
201016,7,15,56
201016,11,2752,4801
201016,3,22,778
201016,11,1317,17118
201016,2,3,442
201016,2,430,6378
201016,5,1552,2010
201016,3,1254,11432
201016,4,5123,10083
201016,6,56,84
201016,5,243,1796
201016,1,2537,2754
201016,6,19,42
201016,5,17,34
201016,11,51,183
201016,7,67,762
201016,3,421,778
201016,5,421,6529
100073,2,23,58
100073,7,4902,7177
100073,3,2224,18406
100073,31,706,745
100296,4,26,191
100296,10,2335,3691
100296,5,3895,16842
100296,8,46,88
100296,7,199,384
100296,10,1414,2795
100296,7,11,202
100296,6,127,540
100296,11,950,1855
100296,12,33,84
100296,11,3803,4059
100296,5,90,8327
100296,5,1074,1961
100296,4,1048,1418
100296,2,456,1205
100296,17,21,33
100296,7,857,13945
100296,31,267,851
100296,5,318,2167
100296,8,221,464
100296,9,2806,10715
100296,2,58,381
100296,8,657,1168
100296,1,7008,10469
100296,6,124,1796
100296,4,35,1569
100296,7,2836,2958
100296,11,12,84
100296,9,452,5530
100296,4,653,2396
100044,8,4391,4920
201180,8,3474,9153
201180,9,160,6826
201180,1,803,5463
201180,1,140,9605
201180,9,3643,7214
100114,9,3177,13944
100114,10,730,861
100114,1,927,8038
100114,13,33,376
100114,8,38,734
100114,8,1549,2272
100070,8,289,1549
100070,4,328,387
100070,10,200,4307
100113,3,52,93
100113,5,99,607
100113,11,195,3786
100113,7,903,6405
100113,7,520,1042
100113,8,370,424
100113,2,183,2284
100113,4,406,3757
100113,2,146,773
100113,5,69,385
100113,2,201,2802
100113,9,101,1459
100113,1,344,803
100113,11,55,5508
100113,1,327,14598
100113,6,201,540
100113,6,52,234
100113,4,333,391
100113,12,33,84
100113,1,598,7846
100113,2,746,1282
100113,11,273,2220
100113,2,69,354
100113,11,108,7076
100113,2,524,1030
100113,31,7504,13158
100113,2,35,574
100113,11,41,183
100113,9,657,687
100113,4,11,4348
201149,1,1145,14336
201149,8,1350,4482
100391,2,479,2364
100391,1,2643,5699
100391,10,4277,7503
100391,4,25,1258
100391,10,460,3310
100391,8,732,1729
100391,1,54,734
100391,8,545,861
100391,8,139,4067
100391,6,607,765
100391,8,193,1222
100391,33,675,3941
100391,6,12,84
100391,9,264,959
100391,11,102,1523
100391,8,11627,16420
100391,7,40,1185
100391,8,1973,15117
100391,33,186,270
100391,33,186,653
100391,5,749,7851
100391,33,215,303
100391,7,1544,8055
100391,11,13,19275
100330,10,182,2856
100330,7,150,4278
100330,7,41,384
100330,2,2658,11167
100330,10,8688,16815
100330,8,650,13309
100330,10,2036,6791
100330,7,150,181
100330,8,843,1753
100330,5,3311,5593
100330,1,5888,11364
100330,33,203,377
100461,4,831,15982
100461,5,4100,5935
100461,1,519,976
100461,4,40,124
100461,4,113,159
100461,10,73,2513
100461,7,67,3552
100461,2,3810,6583
100461,2,168,361
100461,2,1963,2786
100461,4,125,1354
100461,8,198,1448
100453,2,496,823
100453,7,2268,3168
100453,4,158,9330
100453,6,71,435
100453,10,300,748
100453,4,40,7417
100453,9,1545,1928
100453,5,3734,14012
100453,5,729,2689
100453,2,3,681
100453,6,175,230
100453,2,52,237
100453,3,89,366
100453,2,627,7318
100453,2,994,15099
100453,2,3384,15917
100453,10,878,3283
100453,4,157,1969
100453,5,23,5970
100453,2,151,2034
200625,5,538,9639
200625,1,268,1196
200625,10,483,956
200625,6,108,1000
200625,1,528,1145
200625,9,50,1283
200625,1,1592,9339
200625,11,102,5024
200625,1,323,2908
200625,1,73,281
200625,12,15,33
200625,3,510,1002
200625,7,39,108
200625,6,17,201
200625,3,706,1325
200625,4,154,1128
200625,9,165,16992
200625,6,66,175
200625,2,171,1640
200625,8,936,10393
200625,5,102,219
200625,1081,1433,3795
200625,7,450,875
200625,2,6995,9692
200625,4,219,3723
200625,6,89,430
200625,3,102,1246
100057,8,293,8031
100057,8,64,88
100057,5,1198,1356
100057,10,1114,5688
100057,10,198,1782
100181,3,234,10352
100181,4,14,17
100181,6,89,1091
100181,8,3567,10464
100181,6,27,1712
100181,5,36,371
100181,7,384,10085
100181,3,166,3009
100181,7,33,288
100181,4,385,5503
100181,6,56,89
100181,4,193,2328
100181,3,15,875
100181,4,147,430
100181,31,291,6223
100181,6,248,2044
100181,5,14,56
100181,7,67,95
100181,1,6684,8080
100181,2,19,311
100181,6,63,109
100181,7,110,1007
100181,4,249,274
100181,5,191,1401
100181,2,3,1796
100181,10,72,203
100181,4,876,7417
100181,7,199,2510
100181,3,63,175
201361,5,340,1186
201361,15,33,173
201361,2,763,1050
201361,6,13,173
201361,5,102,927
201361,1,1130,9568
201361,31,423,806
201361,6,385,1000
201361,2,17,1659
201361,2,117,10087
201361,11,270,504
201361,2,15,43
201361,7,350,15635
201361,10,2322,7503
201361,2,63,1013
201361,3,3538,9643
201361,4,22,9488
201361,11,612,9784
201361,4,12,5000
201361,5,6,66
201361,2,14,3348
201361,3,435,9134
201361,2,56,393
201361,2,243,248
201361,2,2210,3754
201361,4,680,1390
201361,6,17,42
201361,15,219,1433
201361,6,335,12937
201361,31,65,293
201361,3,15,96
201361,2,1871,9007
201361,4,988,1607
201393,9,236,11981
201393,9,1164,4664
201393,1,682,15582
201393,1,311,1047
201393,8,573,14241
201393,1,321,344
201393,9,1789,10185
100241,10,566,887
100241,10,727,2645
100241,10,266,942
100241,8,4737,13309
100241,7,7870,12458
100241,8,1598,2382
100241,8,1664,4117
100241,8,72,1472
100241,8,2252,9769
100241,9,5189,19397
201214,11,15,17
201214,6,709,2985
201214,1,330,2158
201214,6,248,715
201214,2,783,951
201214,6,108,434
201214,7,36,157
201214,6,17,19
201214,7,1243,14610
201214,6,17,430
201214,8,12331,12920
201214,5,385,1045
201214,5,21,47
201214,6,783,1650
201214,4,36,43
201214,11,691,2479
201214,4,186,683
201214,4,113,875
201214,4,406,664
201214,5,39,5355
201214,7,44,255
201214,7,335,16020
201214,2,2573,3417
201214,3,593,870
201214,2,151,294
201214,11,375,1042
201214,3,1260,3585
400018,1,2215,10849
400018,2,1404,2181
400018,5,86,3565
400018,11,1914,3243
400018,2,57,275
400018,5,134,249
400018,4,301,3081
400018,1,788,5659
400018,7,328,3810
400018,11,173,623
400018,31,813,8010
400018,3,22,179
400018,7,3565,18025
400018,1,788,5140
400018,7,328,1220
400018,2,58,90
400018,5,50,266
100152,5,249,4132
100152,9,378,4309
100152,4,116,4051
100152,11,251,2291
100152,33,504,2026
100152,2,2915,4929
100152,8,10,18510
100152,4,864,1656
100152,9,1649,1833
100152,2,1413,3168
100152,4,19,93
100152,4,662,2019
100152,5,285,4311
100152,8,198,2387
100152,2,757,3674
100152,4,208,8365
100152,9,45,54
100152,10,264,2297
100152,2,361,1404
100152,7,48,222
100152,4,921,6661
100152,2,4,22
100152,2,116,1422
100152,5,811,17036
100152,2,7,472
100152,5,811,1011
100152,2,188,367
100152,2,232,1305
100152,5,90,1258
100152,33,739,3155
100152,2,1404,3092
100152,2,575,12329
100152,6,1166,17862
100152,6,63,301
100152,1,606,987
100152,22,1433,2336
100152,8,172,732
100152,2,17,109
100152,6,17,56
100152,2,270,1653
100152,6,56,141
100152,6,19,42
100152,5,3086,4075
100152,6,134,7537
100152,6,56,393
100152,7,17,234
100152,2,5,3121
201260,7,110,2198
201260,10,106,1077
201260,7,40,86
201260,8,198,736
201260,8,21,736
201260,7,150,462
201260,10,233,273
201260,33,102,764
201260,10,451,455
201260,1,390,7627
201260,9,344,901
201260,7,1796,7870
100063,10,501,981
100063,8,7005,9734
100063,7,110,2213
100063,10,2217,4445
100081,1,6001,10332
100081,1,2096,5945
100081,8,501,3343
100081,8,732,4060
100219,33,2216,4960
100219,6,42,63
100219,2,709,1570
100219,5,589,2063
100219,8,521,8195
100219,2,773,1205
100219,2,227,479
100219,2,14,4939
100219,2,42,602
100219,4,14,69
100219,2,408,2724
100219,4,70,589
100219,5,6382,14271
100219,2,13,366
100219,5,63,124
100219,1,27,4498
100219,1,5374,8173
100219,4,96,2315
100219,2,92,823
100219,8,10,1350
100219,2,58,479
100219,2,58,1306
100219,2,1022,16884
100300,8,139,848
100300,4,40,7295
100300,1,1538,8038
100300,8,545,3963
100300,8,2512,19058
100300,9,140,2398
100027,9,5312,16118
100027,5,1169,1186
100027,4,406,1785
100027,4,136,7978
100027,5,255,796
100027,2,67,9749
100027,2,794,1203
100027,5,108,596
100027,2,437,1755
100027,5,2399,14476
100027,6,130,234
100027,15,33,1177
100027,6,66,89
100027,9,101,597
100027,5,17,1109
100027,6,28,412
100027,11,615,993
100027,7,43,186
100027,6,42,84
100027,2,450,3626
100027,2,285,5163
100027,1,323,539
100027,285,1433,7939
100027,2,69,6797
100027,2,49,196
100027,33,376,388
100027,11,921,3168
100027,2,4,11
100027,10,794,2217
100027,33,5389,13404
100027,4,941,6661
100027,5,205,308
100027,11,18,183
100027,4,48,2839
100027,6,42,230
100027,4,4,237
100027,7,607,709
100027,33,1682,3448
100027,2,18,643
100027,2,117,2740
100027,5,1090,1291
100027,7,41,255
100027,3,89,602
100027,11,102,108
100027,33,127,1099
100027,10,995,1281
100027,6,430,10587
100027,102,1433,1905
100027,2,49,219
100027,2,3345,3552
100027,6,230,552
100027,2,6,6717
100027,7,202,275
100027,6,765,2985
100027,5,100,303
100027,6,56,93
100027,2,4708,6219
100027,6,26,66
100027,2,131,938
100027,4,4966,7267
100027,4,121,5593
100027,33,1057,3832
100027,2,4687,17459
100027,2,951,994
100027,5,1313,5892
100027,7,125,315
100027,2,219,1682
100027,5,100,12607
100027,1,1202,7377
100027,6,52,765
100027,3,577,8376
100027,6,1540,1772
100027,2,248,360
100027,2,84,243
100027,7,41,110
100027,5,430,707
100027,7,1054,3697
100027,8,10311,10467
100027,5,367,3754
100027,4,100,387
100027,5,37,100
100404,1,1324,2206
100404,8,7022,7269
100404,6,63,412
100404,11,13,102
100404,516,1053,1433
100404,1,2227,3455
100404,6,17,42
100404,8,526,3453
100404,2,384,5683
100404,9,211,257
201243,4,51,249
201243,6,66,4341
201243,2,243,2686
201243,6,1091,1311
201243,9,29,165
201243,5,14,17
201243,33,84,103
201243,3,35,63
201243,2,20,442
201243,2,3,17
201243,8,865,8882
201243,6,42,248
201243,3,218,442
201243,3,89,230
201243,1,3655,7738
201243,11,17,183
201243,2,22,160
201243,2,176,277
201243,5,160,480
201243,4,65,277
201243,2,57,65
201243,6,42,1166
201243,2,84,1416
201243,5,90,2712
100111,9,29,165
100111,5,386,583
100111,4,524,6517
100111,7,225,3697
100111,4,56,141
100111,31,41,126
100111,5,41,5621
100112,5,332,340
100112,10,24,241
100112,4,875,2572
100112,5,24,4970
200654,9,5358,6427
200654,4,1513,8380
200654,31,149,2131
200654,8,226,573
200654,8,424,545
200654,9,24,3082
200654,7,270,1068
200654,9,1827,3032
201016,4,113,2465
201016,7,157,11040
201016,11,535,1050
201016,4,335,11220
201016,7,199,668
201016,6,248,316
201016,4,109,1327
201016,7,108,255
201016,2,3,56
201016,5,6,26
201016,2,3,153
201016,6,17,1955
201016,4,6,23
201016,3,134,216
201016,31,240,407
201016,4,1977,6758
201016,6,23,93
201016,4,1977,3984
201016,4,51,113
201016,6,56,89
201016,2,262,406
201016,33,87,203
201016,5,122,1282
201016,3,18,251
201016,6,901,2064
201016,4,26,482
201016,11,176,251
201016,33,462,2026
201016,6,17,2686
201016,11,13,4348
201016,9,469,1304
201016,2,93,391
201016,2,84,3079
201016,6,109,122
201016,5,6,2686
201016,2,166,957
201016,17,33,1217
201016,2,4649,5181
201016,7,4490,5670
201016,6,153,901
201016,8,12006,17505
201016,2,276,2034
201016,4,37,930
201016,2,12,43
201016,4,319,10816
201016,6,84,153
201016,2,159,5018
201016,2,243,430
201016,10,24,463
201016,1,3206,16169
201016,6,234,901
201016,6,56,393
201016,12,17,33
201016,33,113,329
201016,33,823,1199
201016,6,17,84
201016,2,28,715
201016,4,476,3207
201016,4,1220,3081
201016,2,35,385
201016,5,57,457
201016,2,3,14454
201016,6,84,173
201016,6,574,2210
201016,6,17,56
201016,6,108,568
201016,4,15,299
201016,2,482,1805
201016,2,23,84
201016,33,439,894
201016,33,84,219
201016,2,227,11837
201016,3,614,982
201016,9,1289,8010
100073,9,3627,4184
100073,8,6068,16600
100073,5,179,277
100073,2,626,2501
100073,7,5195,11158
100073,7,5195,5424
100073,7,225,901
100073,2,292,5518
100073,6,825,5535
100296,1,1150,1544
100296,4,12,33
100296,4,154,384
100296,11,612,2848
100296,3,69,381
100296,33,7157,11548
100296,33,70,203
100296,8,172,984
100296,4,449,577
100296,1,337,2328
100296,1,54,948
100296,33,462,2039
100296,7,22,1246
100296,7,199,818
100296,5,36,420
100296,8,104,7139
100296,7,157,225
100296,5,1315,1354
100296,6,56,393
100296,4,1131,2479
100296,4,8131,16359
100296,5,84,3959
100296,4,381,10733
100296,7,110,269
100296,2,866,16006
100044,7,44,125
100044,1,54,362
100044,8,1715,6944
201180,2,632,2577
201180,10,72,637
201180,31,9504,9910
100114,1,7588,11318
100114,9,29,1542
100070,10,156,4052
100070,10,226,264
100070,10,264,519
100070,1,354,2090
100070,7,202,1197
100070,1,1616,8298
100113,2,262,406
100113,2,169,2497
100113,3,17,158
100113,4,6153,9661
100113,7,384,571
100113,2,542,6861
100113,6,288,385
100113,4,274,2496
100113,5,1569,7902
100113,2,26,3754
100113,4,384,6803
100113,2,69,275
100113,6,13,349
100113,2,442,1203
100113,3,1629,13972
100113,8,784,2111
100113,2,116,3231
100113,33,6185,14271
100113,8,72,324
100113,6,121,171
100113,5,11837,16774
100113,3,1607,4333
100113,11,9851,13875
100113,2,96,1688
100113,33,3071,6364
100113,2,652,8390
100113,4,44,93
100113,5,270,507
100113,4,569,3228
100113,2,709,2210
100113,2,1325,11738
100113,6,234,10959
100113,5,607,799
100113,11,15,990
100113,6,56,393
100113,6,42,385
100113,31,224,4951
100113,6,84,574
100113,2,37,868
100113,6,574,1013
100113,5,147,18305
100113,2,406,4697
100113,9,1703,15393
201149,9,650,696
201149,10,781,6092
201149,9,138,16263
201149,1,106,1499
201149,8,928,9068
100391,8,307,732
100391,6,17,396
100391,33,186,504
100391,11,197,297
100391,11,13,18
100391,33,285,5145
100391,4,662,12315
100391,33,84,5487
100391,2,58,1045
100391,8,139,2408
100391,5,477,717
100391,5,247,6391
100391,5,566,712
100330,8,1753,5422
100330,33,233,371
100330,8,193,8641
100330,10,878,1649
100330,10,266,1652
100330,2,150,317
100330,8,185,8693
100330,10,210,7507
100461,11,173,5543
100461,2,96,4288
100461,8,657,3082
100461,5,644,2424
100461,8,136,464
100461,10,18528,18860
100461,5,5599,14158
100461,7,409,649
100461,31,64,451
100461,3,1358,7387
100461,9,500,4712
100461,1,1652,3507
100461,7,894,4419
100461,4,14,15207
100461,5,6415,10253
100453,2,6,335
100453,9,532,13520
100453,10,300,1414
100453,2,230,5011
100453,7,121,1969
100453,10,813,1612
100453,5,4088,7207
100453,2,2200,8142
100453,4,387,7069
100453,5,3734,7337
100453,5,767,1969
100453,9,8794,17206
100453,2,773,6066
100453,11,2353,3071
100453,8,213,737
100453,8,481,5293
200625,504,1131,1433
200625,6,147,430
200625,11,13,27
200625,9,1266,1482
200625,11,32,512
200625,5,4201,13617
200625,1,1283,14734
200625,7,90,113
200625,5,226,781
200625,8,38,545
200625,8,334,5380
200625,2,679,5915
200625,4,20,366
200625,36,405,1433
200625,3,3276,8783
200625,33,42,1333
200625,5,118,3734
200625,2,349,941
200625,10,273,713
200625,2,6,42
200625,2,18,1325
200625,6,71,147
200625,9,3278,8838
200625,1,7128,11489
200625,5,191,1032
200625,8,1438,2018
200625,11,12,183
100057,9,743,2772
100057,3,158,237
100057,5,295,332
100181,9,4839,18778
100181,33,274,1554
100181,2,6,3062
100181,2,135,994
100181,6,1623,3681
100181,5,212,4463
100181,5,108,681
100181,6,349,6146
100181,5,222,255
100181,2,3,56
100181,7,41,110
100181,5,130,712
100181,4,989,2155
100181,33,99,2039
100181,4,1326,3592
100181,6,63,10057
100181,4,33,2225
100181,5,55,1786
100181,8,4734,8422
100181,11,251,1017
100181,2,26,430
201361,6,540,4457
201361,6,66,248
201361,6,17,299
201361,4,51,219
201361,6,430,1814
201361,6,17,36
201361,2,1074,16313
201361,2,1068,11745
201361,6,69,234
201361,4,51,102
201361,5,190,894
201361,11,13,15
201361,5,894,11518
201361,2,17,84
201361,8,30,98
201361,6,19,17795
201361,33,219,759
201361,6,66,108
201361,4,22,647
201361,5,343,602
201361,7,4154,7453
201361,6,574,1293
201361,7,130,559
201361,2,84,920
201361,5,504,746
201361,2,1619,4056
201361,2,6,42
201361,5,162,722
201361,2,63,142
201361,5,476,602
201361,4,962,17300
201361,2,151,160
201361,2,22,100
201361,3,12,17
201361,7,56,141
201361,2,4,421
201361,3,5,337
201361,6,66,84
201361,2,2873,6304
201361,4,56,158
201361,5,89,108
201361,4,55,84
201361,6,234,994
201361,5,404,1245
201361,5,17,47
201361,2,920,2428
201361,4,4179,16543
201361,5,20,131
201361,6,17,63
201361,4,154,3723
201361,10,455,19573
201361,2,315,868
201393,9,725,1309
201393,9,1924,2806
201393,9,915,3075
201393,1,4727,6702
201393,8,10,203
100241,8,861,2574
100241,9,1924,2806
100241,1,1097,5697
100241,8,545,3917
100241,8,2233,18960
100241,8,2203,11404
100241,9,1759,18650
100241,8,333,928
201214,2,58,2928
201214,4,232,3679
201214,7,110,759
201214,7,121,175
201214,2,22,1899
201214,4,17,146
201214,8,2272,2642
201214,3,97,10007
201214,1,1616,11884
201214,2,410,957
201214,7,175,450
201214,2,37,10684
201214,6,299,1091
201214,7,479,3879
201214,2,42,196
201214,2,69,404
201214,2,35,63
201214,11,1050,15187
201214,2,13,20
201214,2,589,2055
201214,11,102,615
201214,5,11,1050
201214,3,724,7339
201214,2,79,248
201214,2,58,294
201214,4,12,131
201214,2,377,11073
201214,2,1203,6273
201214,6,84,162
201214,2,388,458
201214,6,66,4863
201214,2,11,3803
201214,2,243,823
201214,3,40,1226
201214,2,3,18
400018,15,33,2296
400018,4,406,664
400018,4,175,406
400018,4,3081,3734
400018,11,197,502
400018,9,6023,15323
400018,6,19,6763
400018,6,17,17121
400018,2,262,328
400018,3,315,16331
400018,33,55,833
400018,4,4853,11334
400018,7,1425,1910
400018,7,110,1829
400018,11,87,377
400018,2,33,420
400018,4,17060,17458
400018,4,753,2572
400018,2,277,13914
100152,4,3081,3311
100152,7,270,1068
100152,5,77,170
100152,2,2101,2802
100152,1,3453,3772
100152,4,84,1306
100152,5,17,2396
100152,4,275,647
100152,7,43,186
100152,8,60,2544
100152,5,11,13
100152,3,168,190
100152,10,2676,19508
100152,2,868,2235
100152,33,90,1258
100152,13,285,1433
100152,6,722,1687
100152,2,13,15
100152,7,44,255
100152,1,3940,12146
100152,5,559,9336
100152,33,34,941
100152,4,647,1029
100152,6,23,349
100152,4,520,1530
100152,10,519,1014
100152,7,759,3086
100152,11,77,612
100152,2,7,4154
100152,2,51,1245
100152,2,35,52
100152,2,56,141
100152,7,498,5113
100152,2,18,735
100152,33,87,3116
100152,7,110,2213
100152,11,17,36
100152,4,297,7285
100152,4,12,8438
100152,7,67,175
100152,5,7,700
100152,5,2185,2813
100152,2,966,5258
100152,7,113,524
100152,4,5,6
100152,33,51,84
100152,4,57,627
100152,4,4969,6108
100152,5,100,1054
100152,7,504,2047
100152,33,376,439
100152,33,36,124
100152,1,958,5459
100152,5,1641,1839
201260,5,1201,1829
201260,7,41,150
201260,8,424,657
201260,8,736,928
201260,10,167,203
201260,8,744,13845
201260,8,464,732
201260,1,10513,10765
201260,7,4605,5880
201260,7,44,159
201260,2,20,1521
201260,8,38,6816
201260,5,7,202
201260,1,3407,15883
201260,9,2022,2600
201260,9,24,2037
201260,1,140,5335
201260,10,7138,11654
201260,1,280,1696
201260,2,20,404
201260,7,3836,7295
100063,8,10554,14531
100063,2,3,7295
100063,10,192,887
100063,7,2296,3836
100063,2,5,77
100063,2,3,957
100063,33,2514,3448
100063,8,136,306
100063,1,1132,17653
100063,10,2203,2432
100063,9,1740,7815
100063,4,5,16120
100081,8,139,3343
100081,8,106,522
100219,1,1240,4932
100219,25,33,146
100219,5,8493,14271
100219,11,109,161
100219,9,1190,4187
100219,4,388,1059
100219,7,1018,3735
100219,7,41,110
100219,11,13,186
100219,11,15,5172
100219,3,404,850
100219,10,300,501
100219,4,51,4174
100219,2,765,3399
100219,4,135,2260
100219,2,208,6531
100219,1,136,7235
100219,9,45,1353
100219,2,614,767
100219,10,286,477
100219,3,20,13064
100219,2,2110,2190
100300,33,159,4677
100300,5,979,991
100300,8,241,732
100300,11,13,69
100300,8,3923,4428
100300,1,346,3655
