orgnid,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8
100081,395,39906,,,,,,
100081,72793,351,66225,,,,,
100081,13518,491,22055,,,,,
100081,6625,34142,210724,,,,,
100081,3356,105147,189557,,,,,
100081,2767,4825,52590,,,,,
100081,192450,94471,17793,,,,,
100081,873,2649,10267,,,,,
100081,11102,39754,140282,,,,,
100081,87902,220681,32694,,,,,
100081,99661,973,96448,,,,,
100081,190423,56994,51924,,,,,
100081,158813,4746,14581,,,,,
100081,1301,2320,184403,,,,,
100081,9157,26788,123839,,,,,
100081,1105,1831,1229,,,,,
100219,157954,151351,,,,,,
100219,679,3726,389,,,,,
100219,224384,6985,884,,,,,
100219,45676,166613,4516,,,,,
100219,2160,5714,1209,,,,,
100219,147840,206407,3192,,,,,
100219,85112,6469,4944,,,,,
100219,45589,57669,22448,,,,,
100219,9505,2739,24349,,,,,
100219,47439,85031,153715,,,,,
100219,209641,250,561,,,,,
100219,177569,212990,16703,,,,,
100219,13380,47051,10620,,,,,
100219,2191,23049,30222,,,,,
100219,77353,228192,3150,,,,,
100219,2871,8717,,,,,,
100219,191628,13067,6910,,,,,
100219,845,755,36828,,,,,
100219,1538,8473,427,,,,,
100219,6099,14,192489,,,,,
100219,52553,128137,147156,,,,,
100219,13127,5214,163169,,,,,
100219,16167,3435,21695,,,,,
100219,10325,6884,13766,,,,,
100219,10833,5005,47942,,,,,
100219,22994,42669,55024,,,,,
100219,11965,159871,8417,,,,,
100219,15838,133616,11623,,,,,
100219,845,755,36828,,,,,
100219,203821,60845,13095,,,,,
100219,3468,16843,,,,,,
100219,171399,3366,828,,,,,
100219,226137,3896,,,,,,
100219,3558,710,7679,,,,,
100219,51524,31379,907,,,,,
100219,8951,8533,9886,,,,,
100219,105704,119565,97226,,,,,
100219,45589,57669,22448,,,,,
100219,90963,148565,26144,,,,,
100219,6350,1942,,,,,,
100219,77938,11011,142379,,,,,
100219,195735,49050,56878,,,,,
100219,533,5394,66959,,,,,
100300,7128,98963,2153,,,,,
100300,153773,118898,2153,,,,,
100300,75261,624,146352,,,,,
100300,87797,20702,23612,,,,,
100300,226107,2655,6586,,,,,
100300,130706,221165,69373,,,,,
100300,106,182086,94139,,,,,
100300,74260,20009,638,,,,,
100300,11766,179,14922,,,,,
